track_name,artist_name
Yesterday,Wet Wet Wet
I Want To Spend My Lifetime Loving You,James Horner
Until I Find You Again,Richard Marx
Unbreak My Heart,Toni Braxton
Because I Love You (The Postman Song),Stevie B.
Lunatic,Gazebo
Late Thought,Zbigniew Preisner
Problem Girl,Rob Thomas
Stay,Shakespear'S Sister
Elle,Sébastien Tellier
Le Retour,Yann Tiersen
The Sun Is Shining,Dt8 Project
Strange,Tori Amos
The Last Waltz,Raining Pleasure
La Grande Roue,Sam
I Say A Little Prayer,Aretha Franklin
You And I,Michael Bublé
By Your Side,Sade
Tiergarten,Rufus Wainwright
Finding Beauty,Craig Armstrong
Some Of Your Lovin',Dusty Springfield
Stepping Stone,Duffy
Une Heure,Sébastien Tellier
Spectres In The Fog,Hans Zimmer
Come To Me,Björk
Mani,Paco Fernández
Eat Yourself,Goldfrapp
Bodysnatchers,Radiohead
Cherry,Amy Winehouse
Σ' Αγαπάω,Soumka (Feat Mlv)
Rock With U,Janet Jackson
Love Comes Quickly,Pet Shop Boys
A Sorta Fairytale,Tori Amos
Lovesong,Abbie Gale
Letting Go,Nitin Sawhney
La Terrasse,Yann Tiersen
The Way You Love Me,Archive
Camille,Georges Delerue
Angelina,Craig Armstrong
Theme From 'The Comfort Of Strangers' (Main Title),Angelo Badalamenti
It'S About You,Train
Este Momento,Federico Aubele
What Else Is There,Röyksopp
(They Long To Be) Close To You,Carpenters
I'M Your Man,Michael Bublé
Gabriel,Lamb
L'Homme Aux Bras Ballants,Yann Tiersen
Twist In My Sobriety,Liza Minnelli
Slow Down,Morcheeba
Everything,Άννα Βίσση
Wake Up In New York,Craig Armstrong
Amber Waves,Tori Amos
Fairytale Gone Bad,Sunrise Avenue
"Non, Je Ne Regrette Rien",Édith Piaf
Silence,Delerium
Makes Me Feel,Afterlife
Blackfield,Blackfield
Strong Enough,Cher
Walk A Mile In My Shoes (Henrik Schwarz Edit),Coldcut
Star People,George Michael
Something,Shirley Bassey
Sometime Later,Alpha
'Round Midnight,Amy Winehouse
Chiquitita,Abba
Soulmate,Natasha Bedingfield
In My Arms,Kylie Minogue
75.07.05,Jay-Jay Johanson
I Just Don'T Know What To Do With Myself,Dusty Springfield
Love Can Damage Your Health,Télépopmusik
Don'T Drop Bombs,Liza Minnelli
We Live In An Expanding Universe,Kelley Polar
Burnin Love,Dido
Wires,Athlete
Put Your Records On,Corinne Bailey Rae
Like A Book,Kosheen
Just Friends,Amy Winehouse
A Song For The Lovers,Richard Ashcroft
This Is My Love,Hercules And Love Affair
Jump,Madonna
Sunrise,Craig Armstrong
Latin Simone (Que Pasa Contigo),Gorillaz
I Can'T See Why,Baxter
I Promised Myself,Nick Kamen
War In France,Perry Blake
Diamonds On The Inside,Ben Harper
Anna Ii,Zbigniew Preisner
Can I Sit Next To You,Cliff Martinez
Love,Art Of Noise
Sheared Times,Portishead
Can'T Stop,Maroon 5
Come Undone,Duran Duran
You (Acoustic Version),Ten Sharp
Stop Me,Mark Ronson
I'M Not Scared (Introspective Mix),Pet Shop Boys
I Just Want You To Love Me,Darren Hayes
What Is Beauty?,Winds
Sympathy,Marillion
Summer Wine,Ville Valo & Nathalia Avelon
Illegal,Shakira Feat. Carlos Santana
Save Room,John Legend
Fever,Michael Bublé
Burnt By The Sun,Sophie Solomon
This Time (I'M Gonna Try It My Way),Dj Shadow
C'Est Si Bon,Arielle Dombasle
Sweet Dreams,Bark & The Virtual Band Presents Jazz Chillout
"Perhaps, Perhaps, Perhaps",Cake
Sex & Mayhem,Devastations
Just Be Good To Me (Every Breath You Take),Karmah
Come To Me,Koop
Mer Du Japon,Air
Madrugada - Sirens,Madrugada
Blue Light,Mazzy Star
Run (Live In Berlin),Snow Patrol
Saturnine(Live),The Gathering
Dark Side Of The Sun,Tori Amos
Summer Wine (Drp Winter Remix),Ville Valo & Natalia Avelon
Sparrow Falls,Woven Hand
A Natural Disaster,Anathema
Dj Tiesto - Sweet Misery,Tiësto
All In My Head (Radio Edit),Kosheen
Under Fire,Kosheen
Sweet Dreams,Marilyn Manson
Muddy River Of Loneliness,Midnight Choir
Half Day Closing,Portishead
I'Ve Seen It All (Gt Remix),Björk
Some Velvet Morning,Slowdive
North American Scum,Lcd Soundsystem
Numb,Linkin Park
Play Some Rock,Liquido
Archive - Love Song,Archive
Ciao!,Lush
Wait No More,Marsheaux
Promise_Feat Vassilikos(Raining Pleasure),Marsheaux
Natalie Imbruglia - Torn,Natalie Imbruglia
Rapunzel,Novak
Lonely Girl,P!Nk
Inside,Stiltskin
Your Guardian Angel,The Red Jumpsuit Apparatus
Same Jeans,The View
Revelations Day,Twoface
Days Of Sorrow - Wild World,Days Of Sorrow - Wild World
I'M With You (Leama & Moor Remix),Avril Lavigne
Shuffle Your Feet,Black Rebel Motorcycle Club
In The Market,Closer
Sister Dew,Deus
Better Do Better,Hard-Fi
Amber,Craig Armstrong
Under The Weather,Kt Tunstall
Goodbye My Lover,James Blunt
Interlude (Extended),Morrissey & Siouxsie
This Years Love,David Gray
Carbon,Tori Amos
I Am A Vampire,Vast
Without You,Air Supply
The Honeymooners,Lucky Jim
Racing,Erik Faber
California,Perry Blake
Fatal Exit,Zbigniew Preisner
Don'T Look Any Further,M People
High And Dry,Jamie Cullum
Life In Technicolor,Coldplay
Tragida (Burnt Mix),Tragida
Fuck U,Archive
Heal The Pain,George Michael
The In Samba (Kyoto Jazz Massive Remix),Nicola Conte
Thank You For The Music,Abba
Overpowered,Róisín Murphy
Waking The Monster,Darren Hayes
Kala,Yann Tiersen
Never Much To Say,Dakota Suite
Unchained Melody,U2
Orb-Ahugeever-Growingpul,The Orb
Walking On Broken Glass,Annie Lennox
Softly,Lamb
Lluvia,Federico Aubele
Prelude For Time Feelers,Eluvium
Long Distance Call,Phoenix
Adia,Sarah Mclachlan
Blue Six Tribute,Miguel Miggs
"10,000 Nights",Alpha Beat
Anyone Who Had A Heart,Dusty Springfield
"Disappointed (7"" Mix)",Electronic
Una Notte A Napoli,Pink Martini
Una Vita Inutile,Luigi Tenco
Circuit Breaker,Röyksopp
Kiss Me Again (Stuttering),Ben'S Brother
Soudain,Étienne Daho
Death Shall Have No Dominion,Cliff Martinez
Just For You,Excession
That Great October Sound,Thomas Dybdahl
Dramatic Departure,Zbigniew Preisner
Private Dancer,Tina Turner
Northern Skies,Dido
Postales,Federico Aubele
Heartbreaker,Dionne Warwick
Too Drunk To Fuck,Nouvelle Vague
Jay-Jay Johanson,Jay-Jay Johanson
Cousin Jane,The Troggs
Lost In Your Love,Tony Hadley
Ruthless Gravity,Craig Armstrong
À Quai,Yann Tiersen
Odessa,The Cinematic Orchestra
A Night To Remember,Cyndi Lauper
Caravan Of Love,The Housemartins
Sempre La Stessa Storia,Luigi Tenco
Father Is Late,Yann Tiersen
Closedloop,Monitor
The Three Answers,Raining Pleasure
Windmills Of Your Mind,Sting
Teardrop,José González
Thought You Were On My Side,Cock Robin
Sin Sin Sin,Robbie Williams
Lifting Shadows From The Sand,Astyplaz
What Have You Done For Me Lately,Janet Jackson
Little Of Your Time,Maroon 5
Tout Est Calme,Yann Tiersen
Autrefois,Pink Martini
Crazy In Love,Antony And The Johnsons
Happy Up Here,Röyksopp
The Girl And The Robot,Röyksopp
Vision One,Röyksopp
This Must Be It,Röyksopp
Röyksopp Forever,Röyksopp
Miss It So Much,Röyksopp
Tricky Tricky,Röyksopp
You Don'T Have A Clue,Röyksopp
Silver Cruiser,Röyksopp
True To Life,Röyksopp
It'S What I Want,Röyksopp
Tell Me It'S Not Over,Starsailor
Boy In Waiting,Starsailor
The Thames,Starsailor
All The Plans,Starsailor
Close My Eyes,Arthur Russell
Goodbye Old Paint,Arthur Russell
Maybe She,Arthur Russell
Oh Fernanda Why,Arthur Russell
Time Away,Arthur Russell
Nobody Wants A Lonely Heart,Arthur Russell
I Couldn'T Say It To Your Face,Arthur Russell
This Time Dad You'Re Wrong,Arthur Russell
What It'S Like,Arthur Russell
Eli,Arthur Russell
Hey! How Does Everybody Know,Arthur Russell
"I Forget And I Can'T Tell (Ballad Of The Lights, Part 1)",Arthur Russell
Habit Of You,Arthur Russell
Janine,Arthur Russell
Big Moon,Arthur Russell
Your Motion Says,Arthur Russell
The Letter,Arthur Russell
Don'T Forget About Me,Arthur Russell
El Arbol,Natalia Clavier
An Ocean And A Rock,Lisa Hannigan
Venn Diagram,Lisa Hannigan
Sea Song,Lisa Hannigan
Splishy Splashy,Lisa Hannigan
I Don'T Know,Lisa Hannigan
Famous Blue Raincoat,Tori Amos
Cool On Your Island,Tori Amos
"West End Girls (10"" Mix)",Pet Shop Boys
Paninaro,Pet Shop Boys
It'S A Sin (Disco Mix),Pet Shop Boys
What Have I Done To Deserve This?,Pet Shop Boys
Jealousy,Pet Shop Boys
Being Boring,Pet Shop Boys
Go West,Pet Shop Boys
Before,Pet Shop Boys
Home And Dry,Pet Shop Boys
Flamboyant,Pet Shop Boys
Did You See Me Coming?,Pet Shop Boys
Silent All These Years,P3
Livin' On A Prayer,Tori Amos
Parasol,Tori Amos
Insane Rhapsody,Sunset Blvd.
Save Him,Justin Nozuka
Holiday,Joan As Police Woman
Terrible Angels,Cocorosie
Decimate,David Ford
Love Song,Sara Bareilles
Eliot,Sarah Slean
Jesus Built My Hotrod,Ministry
Digital,Joy Division
X,Patrick Wolf
Coming Down The Hill,El Perro Del Mar
Viscera Eyes,The Mars Volta
Wash The Day,Tv On The Radio
Vengeance (The Pact),Blue Öyster Cult
You And Whose Army?,Radiohead
Trem Das Cores,Caetano Veloso
Red Right Hand,Nick Cave & The Bad Seeds
Top Expert,Cat Power
My Beloved Monster,Eels
Arms Tonite,Mother Mother
Drool,Black Dice
A Tribute To Monk & Canatella,Portishead
Teach Me Tiger,April Stevens
Dark Road,Annie Lennox
August In Bethany,The Juliana Theory
Sleep,Archive
All I See Is You,Dusty Springfield
Era Stupendo,Paolo Meneguzzi
Father Figure,George Michael
King Of Sorrow,Sade
I'M Your Man (Extended Stimulation),Wham!
"Love Me, Please Love Me",Michel Polnareff
Best Friend (Acoustic),Amy Winehouse
Satellites,Kelley Polar
Brazil,Pink Martini
Fly Me To The Moon,Doris Day
Hard Rock Hallelujah,Lordi
Watch Me Bleed,Tears For Fears
Henney Buggy Band,Sufjan Stevens
Cookie Raver,Illumination
Come On,Wham!
Razones (A Capella),Bebe
Only This Moment,Röyksopp
2Nite,Janet Jackson
Pomme,Sébastien Tellier
This Life,Perry Blake
Don'T Know Why,Norah Jones
Ooh La La,Goldfrapp
"True/False, Fake/Real",Hercules And Love Affair
Alleluia,Odawas
Mrs. Jesus,Tori Amos
Better Together,Jack Johnson
Save Me,Aimee Mann
Do Somethin' (Dj Monk'S Radio Edit),Britney Spears
Here'S Where The Story Ends,The Sundays
Rockferry,Duffy
"What Does Your Soul Look Like, Part 3",Dj Shadow
Easter Song,Café Del Mar
Streetcorner Symphony,Rob Thomas
Bayou Barrataria,Kinobe
Ouverture,Étienne Daho
Flawless (Go To The City),George Michael
Torch,Marc Almond
Damage,Zbigniew Preisner
I Love How You Love Me,Beth Orton
The One I Love (Live),R.E.M.
Somewhere Beyond (Club Vocal),Michael Gray & Steve Edwards
Passione,Neffa
Triste Sera,Luigi Tenco
Daydream In Blue,I Monster
"Beautiful (7"" Canny Mix)",Mandalay
Whispering Wind,Moby
La Ritournelle,Sébastien Tellier
For The Good Times,Ray Price
Cool On Your Island,Chris Alexandros
Ta Pedia Tou Pirea,Μάνος Χατζιδάκις
Egine Parekshghsh,Μάνος Χατζιδάκις
Nyxterinos Peripatos,Μάνος Χατζιδάκις
Kyr-Mihalis,Μάνος Χατζιδάκις
Ka8E Khpos (Odos Oneirwn),Μάνος Χατζιδάκις
The Party,Μάνος Χατζιδάκις
H Timwria,Μάνος Χατζιδάκις
Ymittos,Μάνος Χατζιδάκις
To Feggari Einai Kokkino,Μάνος Χατζιδάκις
Eyrudikh,Μάνος Χατζιδάκις
Ferte Mou Ena Mantolino,Μάνος Χατζιδάκις
O Taxydromos Pe8Ane,Μάνος Χατζιδάκις
H Petra,Μάνος Χατζιδάκις
Enas Kaymos Stin Xaraygh,Μάνος Χατζιδάκις
Stin Pylh Tou Adrianou,Μάνος Χατζιδάκις
Otan Tha Valis To Haki,Μάνος Χατζιδάκις
Magkas Sto Rythmo Tou Ennia,Μάνος Χατζιδάκις
Nyhterinos Aggelos,Μάνος Χατζιδάκις
Psila Stin Akrokorintho,Μάνος Χατζιδάκις
Myrizei O Kosmos Giasemi,Μάνος Χατζιδάκις
Esy Sto Ergostasio Ki Egw Sto Adeio Spiti,Μάνος Χατζιδάκις
Ta Paidia Kato Sto Kampo,Μάνος Χατζιδάκις
Oi Paragkes Kai Oi Anthropoi,Μάνος Χατζιδάκις
Serenata Gia Tin Sexoualiki Apousia,Μάνος Χατζιδάκις
Is The Life On The Earth,Μάνος Χατζιδάκις
H Sexoualiki Polirithmia,Μάνος Χατζιδάκις
Oi Paragkes Kai I Kefali Tou Karl Marx,Μάνος Χατζιδάκις
Nyxterino,Μάνος Χατζιδάκις
Striptiz Gia Treia Paidia,Μάνος Χατζιδάκις
Nixterino Gia Dio Fones,Μάνος Χατζιδάκις
O Xoros Tis Sokolatas,Μάνος Χατζιδάκις
Ta Paidia Katw Ston Kampo,Paidiki Xorwdia
To Pelagos Einai Bathy,Μάνος Χατζιδάκις
Mh Ton Rwtas Tom Ourano,Μάνος Χατζιδάκις
Ilissos,Μάνος Χατζιδάκις
Athina,Μάνος Χατζιδάκις
Imitos,Μάνος Χατζιδάκις
O Kir Adonis,Μάνος Χατζιδάκις
Epta Tragoudia,Μάνος Χατζιδάκις
Eimai Ahtos Xwris Ftera,Μάνος Χατζιδάκις
Pame Mia Volta Sto Feggari,Μάνος Χατζιδάκις
Garoufalo Sto Afti,Μάνος Χατζιδάκις
Club Mediterrane Blues,Μάνος Χατζιδάκις
San Sfirixis Tris Fores,Μάνος Χατζιδάκις
Fevgoun Karavia,Βασίλης Παπακωνσταντίνου
Καλοκαιρινή Βροχή,Ευανθία Ρεμπούτσικα
Handra,X Darawish
Clown,Abbie Gale
I Can See You Fade,Astyplaz
Stop Stop,Film
Wings Break Heat Image,2-L8
She Bop,Matisse
Dancing Queen,Raining Pleasure
Sfaira,Μίκρο
Don'T Know Any Better,Puressence
One Last Tears,Vello Leaf
Βόσπορος,Αλκίνοος Ιωαννίδης
Mama,Mary And The Boy
Lesson,My Wet Calvin
Ghetto Tourist,Locomondo
Αδρεναλίνη,Τα Ξύλινα Σπαθιά
De Todo Corazon,Mikael Delta
"Gioconda'S Smile, Op. 22: Vii. Mr. Knoll (Arr. For Alto Saxophone And Orchestra)",Μάνος Χατζιδάκις
Killer Kids,Matisse
Babe,Monika
Goodnight,Abbie Gale
Sss!,Film
Relaxation,Monsieur Minimal
Spreading Life,Astyplaz
Panselinos,Χάρις Αλεξίου
You'Re The Ocean,Teitur
Fastlove,George Michael
Tell It Like It Is,Aaron Neville
Walk On By,Dionne Warwick
In My Place,Coldplay
For You,Triumvirat
A Lover Spurned,Marc Almond
The Love Song You Always Wanted,Dead Heart Bloom
Take A Chance On Me,Abba
En Cada Lugar,Federico Aubele
Cafe Coca,De-Phazz
Age Of Loneliness (Carly'S Song),Enigma
Lovin' You,Minnie Riperton
Dj Culture,Pet Shop Boys
Sunshine Of Your Smile,Jay-Jay Johanson
Roads,Brian Grosz
Close Encounters,Clouseau
Anouska (I Want To Come Home),Perry Blake
2 Become 1,Spice Girls
Is There Something I Should Know?,Duran Duran
Time Will,Hercules And Love Affair
Heaven Forbid,The Fray
Distant Dreamer,Duffy
Peculiar,Jay-Jay Johanson
Feel Like Change,Black
La Boulange,Yann Tiersen
Sea Of Sine Waves,Kelley Polar
All Over The World,Pet Shop Boys
Beautiful People,Pet Shop Boys
Vulnerable,Pet Shop Boys
More Than A Dream,Pet Shop Boys
Building A Wall,Pet Shop Boys
King Of Rome,Pet Shop Boys
Pandemonium,Pet Shop Boys
The Way It Used To Be,Pet Shop Boys
Legacy,Pet Shop Boys
Nine Million Bicycles,Katie Melua
Time After Time,Eva Cassidy
Albatross,Fleetwood Mac
Heartbeats,Josι Gonzαlez
Orinoco Flow,Celtic Woman
Adiemus,Adiemus
Return To Innocence,Enigma
Tubular Bells (Part One) (Edit),Mike Oldfield
Any Other Name (From American Beauty),Thomas Newman
Cavatina (From The Deer Hunter),John Williams
Chi Mai,Ennio Morricone
Inspector Morse Theme,Barrington Pheloung
The Heart Asks Pleasure First (From The Piano),Michael Nyman
The Last Time,Zbigniew Preisner
For Lovers Only,Maxwell
Let'S Go Out Tonight,Craig Armstrong
Shake Ya Ass,Mystikal
Doschitay Do Sta,T.A.T.U.
Ego,Kim Wilde
You'Ll Never Get To Heaven (If You Break My Heart),The Stylistics
Safe,George Michael
Dancing Queen,Abba
Summer Days In Bloom,Maximilian Hecker
End Title,Alan Silvestri
In A Manner Of Speaking,Nouvelle Vague
Mein Teil (Psb There Are No Guitars On This Mix),Rammstein
Last Christmas,Wham!
The More I See You,Sondre Lerche
"The Professor And La Fille Danse (Live, Cornucopia)",Damien Rice
Lonelily (Original Demo),Damien Rice
Woman Like A Man (Live Unplugged),Damien Rice
Moody Mooday,Damien Rice
Delicate (Live In Dublin),Damien Rice
Volcano (Instrumental),Damien Rice
Volcano ('97 Demo),Damien Rice
Cannonball (Radio Remix),Damien Rice
The Blower'S Daughter (Live),Damien Rice
The Blower'S Daughter,Damien Rice
I Remember,Damien Rice
Cold Water,Damien Rice
The Professor,Damien Rice
Volcano,Damien Rice
In Your Bed,Marc Almond
Beautiful Brutal Thing,Marc Almond
The Sound Of The Crowd,The Human League
Fade To Grey,Visage
Everything I Own,Boy George
Tainted Love,Soft Cell
Crushed By The Wheels Of Industry,Heaven 17
How To Be A Millionaire,Abc
Oh L'Amour,Erasure
Bedsitter,Soft Cell
Falling,Alison Moyet
You Spin Me Round (Like A Record),Dead Or Alive
Temptation,Heaven 17
The Voice,Ultravox
Sailing On The Seven Seas,Orchestral Manoeuvres In The Dark
Ode To Boy,Yazoo
Lady Shave,Fad Gadget
Swing,Japan
Skipping,The Associates
The Crying Game,Boy George
Orpheus In Red Velvet,Marc Almond
Seconds,The Human League
Heart,Pet Shop Boys
True,Spandau Ballet
Poison Arrow,Abc
Don'T Leave Me This Way,The Communards
Keys Of Life,Klaus Nomi
Always,Erasure
Also Sprach Alexander,Army Of Lovers
Our Darkness,Anne Clark
Election Day,Arcadia
Heat Of The Moment,Deborah Harry
"You Spin Me Round (Like A Record) (Metro 7"" Edit)",Dead Or Alive
Too Shy,Kajagoogoo
If I Was,Midge Ure
Arrogance Gave Him Up,The Associates
Karma Chameleon,Culture Club
It'S A Mystery,Toyah
Love And Money,Bronski Beat
Motherless Child,Martin L. Gore
Video Killed The Radio Star,Buggles
Home,Erasure
Wampum Prayer,Tori Amos
Hopeless,Kt Tunstall
Brussels - Paris,Zbigniew Preisner
Niente,Craig Armstrong
An Ordinary Day,Bent
Sing,Travis
L'Absente,Yann Tiersen
Won'T Go Home Without You,Maroon
Quando,Luigi Tenco
Time Has Told Me,Nick Drake
One Way Or Another,Blondie
A Foggy Day (In London Town),Michael Bublé
Days Go By (Acoustic),Dirty Vegas
Poison,Jay-Jay Johanson
Angela,Luigi Tenco
Anyone Who Had A Heart,Dionne Warwick
You Have Been Loved,George Michael
The Longest Day,A Man Called Adam
Funny Time Of Year,Beth Gibbons & Rustin Man
Folkin' Around,Panic At The Disco
Thunderball,Tom Jones
Deep Love (Nitin Sawhney Remix),Mandalay
Cheers Darlin',Damien Rice
Raise Me Up,Hercules And Love Affair
Chelsea Hotel No. 2,Leonard Cohen
When The Heartache Ends,Rob Thomas
Las Canciones,Federico Aubele
Let'S Never Stop Falling In Love,Pink Martini
Candy,Iggy Pop
Inhaler,Craig Armstrong
Le Long De La Rivière Tendre,Sébastien Tellier
Dishes,Yann Tiersen
Ghosts,Japan
A Dream In Three Parts (On Themes By Enesco),Kelley Polar
Your Rain,Akira Yamaoka
It Hurts Me So,Jay-Jay Johanson
Strange,The Feeling
Laura'S Theme,Craig Armstrong
Sweet About Me,Gabriella Cilmi
Bossa Per Due,Nicola Conte
Alone In Kyoto,Air
Sur Le Fil,Yann Tiersen
Rage Hard,Frankie Goes To Hollywood
Champagne,Marc Almond
I'Ve Never Seen Your Face,Marc Almond
Jacky,Marc Almond
What Is Love?,Marc Almond
Meet Me In My Dream,Marc Almond
The Days Of Pearly Spencer,Marc Almond
Marc_Almond - A Lover Spurned,Marc Almond
Marc_Almond - Child Star,Marc Almond
Marc_Almond - Jacky,Marc Almond
Somethings Gotten Hold Of My Heart,Marc Almond
Marc_Almond - Tainted Love,Marc Almond
Marc_Almond - Tears Run Rings,Marc Almond
Trois Chansons De Bilitis - Extract,Marc Almond
Older Chests,Damien Rice
Childish,Damien Rice
Woman Like A Man,Damien Rice
Nine Crimes,Damien Rice
All Along The Watchtower - When Doves Cry,Damien Rice
Amie (Plus 'Where'S Lisa' Outburst),Damien Rice
14 - Eskimo,Damien Rice
I Remember (Drunken Style),Damien Rice
Et S'Il Fallait Le Faire,Patricia Kaas
My Man,Patricia Kaas
Ne Me Quitte Pas,Florent Pagny
Il Venait D'Avoir 18 Ans,Dalida
J'Oublie,Natasha St-Pier
"New York, New York",Mireille Mathieu
Les Champs-Élysées,Joe Dassin
Désenchantée,Mylène Farmer
Sur Ma Vie,Charles Aznavour
Sensualité,Axelle Red
Le Chanteur Idéal,Pascal Obispo
Les Antipodes,Maurane
Zen,Zazie
Vivre,Hélène Ségara
Immortelle,Lara Fabian
Take A Piece Of My Soul,Garou
Toi Mon Amour,Marc Lavoine
Etre Une Femme,Michel Sardou
Ordinary,Grand Avenue
Logia Tis Siopis,Ελένη Τσαλιγοπούλου
U Want Me 2,Sarah Mclachlan
Ojos Asi,Shakira
Not Falling Apart,Maroon 5
Storia D'Amore,Sarah Brightman
I Shall Be Released,The Band
Antissa,E.S. Posthumus
Outside,George Michael
Sympathy,Fausto Papetti
Ship Of Fools,Erasure
The Last Time Ii,Zbigniew Preisner
Bitter Sweet Symphony,The Verve
Both Sides Now,Joni Mitchell
Bring Me To Life,Evanescence
Canto Xxx,"Emma Shapplin,Graeme Revell"
Clubbed To Death,Rob Dougan
Come With Me,Puff Daddy
Crossing The River,The Devlins
Don'T Get Me Wrong,The Pretenders
Elevation (Tomb Raider Mix),U2
Every You Every Me,Placebo
Here With Me,Dido
How To Save A Life,The Fray
Iris,The Goo Goo Dolls
Jai Ho,A. R. Rahman
Jump (For My Love),Girls Aloud
Le Festin,"Michael Giacchino,Camille"
Little Wonders,Rob Thomas
Love Song For A Vampire,Annie Lennox
Me Gustas Tu,Manu Chao
Mercy,Duffy
Nobody Lives Without Love,Eddi Reader
One More Day,Sinéad O'Connor
Porcelain,Moby
Safe From Harm,Massive Attack
Siren,Tori Amos
Son Of Man,Phil Collins
The Fifth Heaven,"Emma Shapplin,Graeme Revell"
The Passenger,Michael Hutchence
This Love,Craig Armstrong
Uninvited,Alanis Morissette
I'M Scared,Duffy
Entropy Reigns (In The Celestial City),Kelley Polar
Amazing,George Michael
Self Control (Original Version),Laura Branigan
Strangers,Portishead
Vacanze Romane,Matia Bazar
Dancing Lasha Tumbai,Verka Seduchka
Humiliation,Jay-Jay Johanson
Wish U Were There,Bliss
Here Without You,3 Doors Down
Feedback,Janet Jackson
The End,Lo-Fi-Fnk
Hijack,Thunderball
Poses,Rufus Wainwright
Jynweythek Ylow,Aphex Twin
Diamonds In The Sky,Husky Rescue
Non Je Ne Regrette Rien,Édith Piaf
2 Hearts,Kylie Minogue
Head Over Heels,Abba
Behind Blue Eyes,Limp Bizkit
Blue Eyes,Cary Brothers
All Around The World,Lisa Stansfield
Come In Out Of The Rain,Wendy Moten
Do It,Nelly Furtado
Suffer Well,Depeche Mode
You Came,Kim Wilde
I Can'T Make You Love Me,George Michael
Spotlight (Moto Blanco Club Mix),Jennifer Hudson
I Drove All Night,Cyndi Lauper
Love Letter To Japan,The Bird And The Bee
The Devil,Pj Harvey
Lost!,Coldplay
Sos,Rihanna
Rush Hour,Jane Wiedlin
Spiralling (Radio Edit),Keane
Could'Ve Been,Tiffany
Straight Up,Paula Abdul
In Too Deep,Genesis
Seven Days In Sunny June,Jamiroquai
I'M Not Scared,Eighth Wonder
Through The Barricades,Spandau Ballet
Disappointed,Electronic
Starlight,Muse
Another Star,Stevie Wonder
Wanted Dead Or Alive,Bon Jovi
I'Ve Been Losing You,A-Ha
All Cried Out,Alison Moyet
Blue Bar,Afterlife
I Stay In Love,Mariah Carey
I Feel Good Things For You (Original Mix),Daddy'S Favourite
Hysteria,Def Leppard
Handsfree (If You Hold My Hand),Sonny J
Still Lives,Perry Blake
Blackbird,Perry Blake
A Thousand Kisses Deep,Leonard Cohen
Dance Me To The End Of Love,Leonard Cohen
Democracy,Leonard Cohen
First We Take Manhattan,Leonard Cohen
Hallelujah,Leonard Cohen
So Long Marianne,Leonard Cohen
Suzanne,Leonard Cohen
Take This Waltz,Leonard Cohen
The Future,Leonard Cohen
The Partisan,Leonard Cohen
Before You Move Your Lips,Zach Berkman
Dedication,Raining Pleasure
The Scent Of Love,Michael Nyman
Come Away With Me,Norah Jones
En El Desierto,Federico Aubele
Top Gun Anthem,Harold Faltermeyer
Clubbed To Death (La Funk Mob Variation),Rob Dougan
Losing My Mind,Liza Minnelli
Voulez-Vous,Abba
Let'S Get Lost,Elliott Smith
Over And Over,Hot Chip
Ada Plays,Gabriel Yared
Sway,Strangelove
Tra Tanta Gente,Luigi Tenco
The Scientist,Coldplay
I Want You,Madonna
My Side Of The Bed,Susanna Hoffs
Gorecki,Lamb
Wild Is The Wind,David Bowie
Your Favorite,Monika
Bloody Sth,Monika
Are You Coming With Us?,Monika
Pretend,Monika
Obsession,Monika
To No Avail,Monika
Excuse My Friends,Monika
Over The Hill,Monika
Amandoti,Gianna Nannini
Amore Cannibale,Gianna Nannini
Aria,Gianna Nannini
California,Gianna Nannini
Contaminata,Gianna Nannini
I Maschi,Gianna Nannini
Latin Lover,Gianna Nannini
Meravigliosa Creatura,Gianna Nannini
Notti Senza Cuore,Gianna Nannini
Profumo,Gianna Nannini
Ragazzo Dell'Europa,Gianna Nannini
Una Luce,Gianna Nannini
Ανοιξη,Γιάννης Παλαμίδας
Οταν Η Γη Θα Εκραγει,Γιάννης Παλαμίδας
Σουπερμαν,Γιάννης Παλαμίδας
Απεναντι,Γιάννης Παλαμίδας
Η Αληθεια,Γιάννης Παλαμίδας
Το Παιχνιδι Τησ Σιωπησ,Γιάννης Παλαμίδας
Καταναλωστε,Γιάννης Παλαμίδας
Πεταλουδα,Γιάννης Παλαμίδας
Απειρεσ Νικεσ,Γιάννης Παλαμίδας
Δωρητησ Σωματοσ,Γιάννης Παλαμίδας
Το Ταξιδι,Γιάννης Παλαμίδας
Over,Portishead
Fake Plastic Trees (Acoustic Version),Radiohead
In Out Through (Original),Bliss
Boyfriend,Alphabeat
Quel Dommage,Jay-Jay Johanson
Nevermind Me,Maria Mena
Money'S Too Tight (To Mention),Simply Red
Theme De Yoyo,The Cinematic Orchestra
Famous Blue Raincoat,Leonard Cohen
Human,Goldfrapp
Love Her,Raining Pleasure
Star Guitar,The Chemical Brothers
Twin Peaks Theme,Angelo Badalamenti
Taxi Ride,Tori Amos
"Poupee De Cire, Poupee De Son",France Gall
U Plavu Zoru,Pink Martini
My Friend (Radio Edit),Groove Armada
Over To You Now,Axle Whitehead
Breathe,Angels & Airwaves
You'Re All That Matters To Me,Curtis Stigers
Will You Still Love Me Tomorrow,Amy Winehouse
Do What You Wanna,Ramsey Lewis
Diversion,Mark Ronson
You Belong,Hercules And Love Affair
Razzmatazz,Pulp
Swang,The Human League
